,noFacture,dateFacture,pays
144393,548740.0,2011-04-04 11:34:00,United Kingdom
144420,548741.0,2011-04-04 12:00:00,United Kingdom
144434,548742.0,2011-04-04 12:00:00,United Kingdom
144460,548743.0,2011-04-04 12:05:00,United Kingdom
144478,548744.0,2011-04-04 12:07:00,United Kingdom
144493,548745.0,2011-04-04 12:10:00,Germany
144520,548746.0,2011-04-04 12:11:00,Germany
144521,548747.0,2011-04-04 12:17:00,United Kingdom
144545,548749.0,2011-04-04 12:29:00,United Kingdom
144576,548757.0,2011-04-04 12:31:00,United Kingdom
144594,548768.0,2011-04-04 12:34:00,United Kingdom
144610,548780.0,2011-04-04 12:37:00,United Kingdom
144642,548792.0,2011-04-04 12:42:00,United Kingdom
144686,548796.0,2011-04-04 12:42:00,United Kingdom
144740,548801.0,2011-04-04 12:44:00,United Kingdom
144759,548806.0,2011-04-04 12:52:00,United Kingdom
144767,548807.0,2011-04-04 12:54:00,United Kingdom
144785,548808.0,2011-04-04 12:55:00,United Kingdom
144825,548813.0,2011-04-04 13:03:00,Singapore
144829,548820.0,2011-04-04 13:04:00,Singapore
144838,548856.0,2011-04-04 13:26:00,United Kingdom
144844,548858.0,2011-04-04 13:29:00,EIRE
144859,548859.0,2011-04-04 13:32:00,United Kingdom
144883,548860.0,2011-04-04 13:38:00,United Kingdom
144950,548861.0,2011-04-04 13:42:00,United Kingdom
144967,548862.0,2011-04-04 13:47:00,United Kingdom
144968,548863.0,2011-04-04 13:57:00,United Kingdom
145013,548864.0,2011-04-04 14:00:00,United Kingdom
145052,548865.0,2011-04-04 14:09:00,United Kingdom
145072,548867.0,2011-04-04 14:17:00,United Kingdom
145112,548868.0,2011-04-04 14:28:00,United Kingdom
145144,548869.0,2011-04-04 14:31:00,United Kingdom
145160,548870.0,2011-04-04 14:41:00,United Kingdom
145202,548871.0,2011-04-04 14:42:00,United Kingdom
145209,548872.0,2011-04-04 14:42:00,United Kingdom
145216,548873.0,2011-04-04 15:10:00,United Kingdom
145219,548874.0,2011-04-04 15:18:00,United Kingdom
145262,548892.0,2011-04-04 15:35:00,United Kingdom
145269,548893.0,2011-04-04 15:54:00,United Kingdom
145465,548894.0,2011-04-04 16:01:00,United Kingdom
145719,548895.0,2011-04-04 16:14:00,United Kingdom
145721,548896.0,2011-04-04 16:21:00,United Kingdom
145736,548898.0,2011-04-04 16:28:00,United Kingdom
145758,548899.0,2011-04-04 16:31:00,United Kingdom
145764,548900.0,2011-04-04 16:36:00,United Kingdom
145777,548901.0,2011-04-04 16:47:00,United Kingdom
145781,548907.0,2011-04-05 08:25:00,United Kingdom
145786,548909.0,2011-04-05 08:43:00,Poland
145811,548910.0,2011-04-05 08:51:00,United Kingdom
145814,548911.0,2011-04-05 09:09:00,United Kingdom
145823,548912.0,2011-04-05 09:32:00,United Kingdom
145831,548913.0,2011-04-05 09:45:00,France
145835,548916.0,2011-04-05 10:07:00,United Kingdom
145861,548917.0,2011-04-05 10:13:00,United Kingdom
145873,548918.0,2011-04-05 10:13:00,United Kingdom
145886,548919.0,2011-04-05 10:18:00,United Kingdom
145917,548920.0,2011-04-05 10:19:00,United Kingdom
145948,548940.0,2011-04-05 10:31:00,United Kingdom
145950,548942.0,2011-04-05 10:40:00,United Kingdom
145953,548945.0,2011-04-05 10:45:00,United Kingdom
145961,548952.0,2011-04-05 10:46:00,United Kingdom
146013,548955.0,2011-04-05 10:47:00,Finland
146018,548968.0,2011-04-05 10:58:00,Singapore
146070,548969.0,2011-04-05 11:01:00,Netherlands
146079,548970.0,2011-04-05 11:03:00,Netherlands
146085,548971.0,2011-04-05 11:29:00,United Kingdom
146129,548973.0,2011-04-05 11:44:00,United Kingdom
146148,548974.0,2011-04-05 11:47:00,United Kingdom
146164,548975.0,2011-04-05 11:47:00,United Kingdom
146183,548977.0,2011-04-05 11:54:00,United Kingdom
146188,548978.0,2011-04-05 12:08:00,United Kingdom
146234,548979.0,2011-04-05 12:12:00,United Kingdom
146238,548981.0,2011-04-05 12:24:00,United Kingdom
146241,548983.0,2011-04-05 12:30:00,United Kingdom
146263,548984.0,2011-04-05 12:37:00,United Kingdom
146359,548985.0,2011-04-05 12:46:00,United Kingdom
146361,548987.0,2011-04-05 12:50:00,United Kingdom
146456,548988.0,2011-04-05 13:07:00,United Kingdom
146470,548990.0,2011-04-05 13:42:00,United Kingdom
146486,548991.0,2011-04-05 13:48:00,United Kingdom
146509,548992.0,2011-04-05 13:52:00,United Kingdom
146541,548993.0,2011-04-05 13:56:00,Japan
146573,548994.0,2011-04-05 14:07:00,United Kingdom
146587,548996.0,2011-04-05 14:12:00,United Kingdom
146607,549007.0,2011-04-05 14:38:00,United Kingdom
146631,549012.0,2011-04-05 14:51:00,United Kingdom
146656,549014.0,2011-04-05 15:00:00,United Kingdom
146723,549015.0,2011-04-05 15:12:00,United Kingdom
146738,549016.0,2011-04-05 15:20:00,United Kingdom
146740,549017.0,2011-04-05 15:20:00,United Kingdom
146766,549018.0,2011-04-05 15:21:00,United Kingdom
146783,549020.0,2011-04-05 15:36:00,United Kingdom
146785,549021.0,2011-04-05 16:13:00,United Kingdom
146797,549022.0,2011-04-05 16:23:00,United Kingdom
146798,549023.0,2011-04-05 16:27:00,United Kingdom
146968,549026.0,2011-04-05 16:42:00,United Kingdom
146973,549027.0,2011-04-05 17:02:00,United Kingdom
146989,549040.0,2011-04-05 17:22:00,United Kingdom
146995,549044.0,2011-04-06 09:11:00,United Kingdom
147017,549046.0,2011-04-06 10:07:00,United Kingdom
147022,549047.0,2011-04-06 10:07:00,United Kingdom
147052,549048.0,2011-04-06 10:14:00,United Kingdom
147062,549052.0,2011-04-06 10:19:00,United Kingdom
147081,549053.0,2011-04-06 10:20:00,United Kingdom
147101,549054.0,2011-04-06 10:21:00,United Kingdom
147113,549055.0,2011-04-06 10:33:00,United Kingdom
147126,549056.0,2011-04-06 10:40:00,United Kingdom
147138,549059.0,2011-04-06 10:46:00,United Kingdom
147156,549099.0,2011-04-06 11:07:00,United Kingdom
147217,549100.0,2011-04-06 11:14:00,United Kingdom
147302,549101.0,2011-04-06 11:34:00,United Kingdom
147322,549102.0,2011-04-06 11:34:00,United Kingdom
147334,549104.0,2011-04-06 11:43:00,United Kingdom
147346,549105.0,2011-04-06 12:05:00,United Kingdom
147348,549106.0,2011-04-06 12:08:00,United Kingdom
147349,549107.0,2011-04-06 12:08:00,United Kingdom
147350,549115.0,2011-04-06 12:41:00,United Kingdom
147385,549116.0,2011-04-06 12:49:00,United Kingdom
147419,549117.0,2011-04-06 12:56:00,United Kingdom
147430,549118.0,2011-04-06 13:18:00,EIRE
147495,549119.0,2011-04-06 13:23:00,United Kingdom
147505,549120.0,2011-04-06 13:28:00,United Kingdom
147539,549121.0,2011-04-06 13:33:00,United Kingdom
147559,549122.0,2011-04-06 13:53:00,United Kingdom
147563,549123.0,2011-04-06 14:02:00,United Kingdom
147582,549124.0,2011-04-06 14:03:00,United Kingdom
147590,549125.0,2011-04-06 14:13:00,United Kingdom
147603,549126.0,2011-04-06 14:23:00,United Kingdom
147642,549127.0,2011-04-06 14:23:00,United Kingdom
147656,549128.0,2011-04-06 14:25:00,United Kingdom
147702,549129.0,2011-04-06 14:53:00,United Kingdom
147745,549130.0,2011-04-06 15:02:00,United Kingdom
147784,549131.0,2011-04-06 15:07:00,United Kingdom
147803,549148.0,2011-04-06 15:31:00,United Kingdom
147829,549153.0,2011-04-06 15:47:00,United Kingdom
147878,549154.0,2011-04-06 16:47:00,United Kingdom
147897,549155.0,2011-04-06 17:08:00,United Kingdom
148094,549169.0,2011-04-06 17:25:00,United Kingdom
148117,549181.0,2011-04-07 08:58:00,United Kingdom
148124,549182.0,2011-04-07 09:12:00,United Kingdom
148135,549183.0,2011-04-07 09:16:00,United Kingdom
148144,549185.0,2011-04-07 09:35:00,United Kingdom
148177,549186.0,2011-04-07 09:39:00,United Kingdom
148178,549187.0,2011-04-07 10:09:00,United Kingdom
148179,549188.0,2011-04-07 10:10:00,United Kingdom
148199,549189.0,2011-04-07 10:11:00,United Kingdom
148212,549190.0,2011-04-07 10:13:00,United Kingdom
148221,549192.0,2011-04-07 10:20:00,United Kingdom
148234,549193.0,2011-04-07 10:24:00,Germany
148258,549196.0,2011-04-07 10:33:00,EIRE
148280,549206.0,2011-04-07 10:38:00,United Kingdom
148285,549222.0,2011-04-07 10:43:00,Iceland
148309,549225.0,2011-04-07 10:54:00,United Kingdom
148313,549233.0,2011-04-07 11:06:00,Italy
148327,549234.0,2011-04-07 11:12:00,United Kingdom
148349,549235.0,2011-04-07 11:16:00,United Kingdom
148403,549236.0,2011-04-07 11:29:00,United Kingdom
148407,549237.0,2011-04-07 11:29:00,United Kingdom
148414,549238.0,2011-04-07 11:30:00,United Kingdom
148445,549239.0,2011-04-07 11:37:00,United Kingdom
148456,549240.0,2011-04-07 11:37:00,United Kingdom
148487,549241.0,2011-04-07 11:40:00,United Kingdom
148548,549242.0,2011-04-07 11:41:00,EIRE
148559,549243.0,2011-04-07 11:47:00,United Kingdom
148564,549245.0,2011-04-07 11:59:00,United Kingdom
148598,549246.0,2011-04-07 12:02:00,United Kingdom
148608,549247.0,2011-04-07 12:04:00,United Kingdom
148624,549248.0,2011-04-07 12:04:00,United Kingdom
148627,549249.0,2011-04-07 12:04:00,Belgium
148645,549250.0,2011-04-07 12:10:00,United Kingdom
148728,549251.0,2011-04-07 12:16:00,United Kingdom
148794,549255.0,2011-04-07 12:23:00,United Kingdom
148804,549256.0,2011-04-07 12:24:00,United Kingdom
148810,549257.0,2011-04-07 12:29:00,United Kingdom
148868,549258.0,2011-04-07 12:30:00,United Kingdom
148886,549259.0,2011-04-07 12:33:00,United Kingdom
148896,549260.0,2011-04-07 12:34:00,United Kingdom
148907,549261.0,2011-04-07 12:35:00,United Kingdom
148964,549262.0,2011-04-07 12:38:00,United Kingdom
149029,549263.0,2011-04-07 12:39:00,United Kingdom
149052,549272.0,2011-04-07 12:59:00,United Kingdom
149055,549273.0,2011-04-07 13:05:00,United Kingdom
149058,549274.0,2011-04-07 13:07:00,France
149082,549275.0,2011-04-07 13:09:00,United Kingdom
149097,549276.0,2011-04-07 13:11:00,United Kingdom
149114,549277.0,2011-04-07 13:11:00,United Kingdom
149137,549278.0,2011-04-07 13:16:00,United Kingdom
149158,549279.0,2011-04-07 13:16:00,United Kingdom
149204,549280.0,2011-04-07 13:18:00,United Kingdom
149207,549281.0,2011-04-07 13:19:00,United Kingdom
149234,549282.0,2011-04-07 13:24:00,United Kingdom
149239,549283.0,2011-04-07 13:32:00,United Kingdom
149257,549284.0,2011-04-07 13:37:00,United Kingdom
149259,549285.0,2011-04-07 13:45:00,United Kingdom
149267,549286.0,2011-04-07 18:03:00,United Kingdom
149284,549287.0,2011-04-07 18:05:00,United Kingdom
149292,549289.0,2011-04-07 18:09:00,United Kingdom
149315,549291.0,2011-04-07 19:05:00,United Kingdom
149371,549292.0,2011-04-07 19:10:00,United Kingdom
149381,549293.0,2011-04-07 19:16:00,United Kingdom
149400,549294.0,2011-04-07 19:27:00,United Kingdom
149453,549295.0,2011-04-07 19:49:00,United Kingdom
149644,549296.0,2011-04-08 07:37:00,United Kingdom
149664,549297.0,2011-04-08 07:49:00,United Kingdom
149670,549298.0,2011-04-08 08:20:00,United Kingdom
149689,549299.0,2011-04-08 08:20:00,United Kingdom
149706,549300.0,2011-04-08 08:21:00,United Kingdom
149747,549301.0,2011-04-08 08:24:00,United Kingdom
149774,549302.0,2011-04-08 08:25:00,United Kingdom
149798,549303.0,2011-04-08 08:27:00,United Kingdom
149810,549304.0,2011-04-08 08:39:00,United Kingdom
149824,549305.0,2011-04-08 08:40:00,United Kingdom
149832,549306.0,2011-04-08 08:48:00,United Kingdom
149840,549307.0,2011-04-08 09:08:00,United Kingdom
149854,549308.0,2011-04-08 09:13:00,United Kingdom
149861,549309.0,2011-04-08 09:15:00,United Kingdom
149877,549310.0,2011-04-08 09:20:00,United Kingdom
149882,549311.0,2011-04-08 09:25:00,United Kingdom
149892,549312.0,2011-04-08 09:26:00,United Kingdom
149897,549313.0,2011-04-08 09:45:00,Australia
149914,549314.0,2011-04-08 09:50:00,United Kingdom
149918,549316.0,2011-04-08 09:54:00,Germany
149981,549317.0,2011-04-08 09:58:00,United Kingdom
150009,549318.0,2011-04-08 10:01:00,United Kingdom
150023,549319.0,2011-04-08 10:09:00,United Kingdom
150028,549320.0,2011-04-08 10:14:00,United Kingdom
150042,549321.0,2011-04-08 10:19:00,United Kingdom
150065,549322.0,2011-04-08 10:20:00,United Kingdom
150079,549323.0,2011-04-08 10:26:00,United Kingdom
150102,549324.0,2011-04-08 10:32:00,United Kingdom
150113,549325.0,2011-04-08 10:32:00,Greece
150162,549353.0,2011-04-08 11:21:00,United Kingdom
150170,549360.0,2011-04-08 11:23:00,United Kingdom
150180,549368.0,2011-04-08 11:26:00,United Kingdom
150221,549372.0,2011-04-08 11:28:00,United Kingdom
150243,549387.0,2011-04-08 11:33:00,United Kingdom
150270,549412.0,2011-04-08 11:43:00,United Kingdom
150275,549417.0,2011-04-08 11:44:00,United Kingdom
150276,549424.0,2011-04-08 11:50:00,United Kingdom
150305,549425.0,2011-04-08 11:54:00,United Kingdom
150351,549428.0,2011-04-08 12:01:00,United Kingdom
150356,549429.0,2011-04-08 12:06:00,United Kingdom
150372,549431.0,2011-04-08 12:17:00,United Kingdom
150417,549432.0,2011-04-08 12:20:00,United Kingdom
150422,549433.0,2011-04-08 12:28:00,United Kingdom
150426,549434.0,2011-04-08 12:30:00,Germany
150432,549435.0,2011-04-08 12:33:00,Portugal
150453,549436.0,2011-04-08 12:34:00,United Kingdom
150464,549439.0,2011-04-08 12:42:00,United Kingdom
150488,549440.0,2011-04-08 12:42:00,United Kingdom
150498,549441.0,2011-04-08 12:43:00,United Kingdom
150499,549442.0,2011-04-08 12:56:00,United Kingdom
150505,549443.0,2011-04-08 12:56:00,United Kingdom
150512,549444.0,2011-04-08 13:00:00,United Kingdom
150513,549445.0,2011-04-08 13:01:00,United Kingdom
150514,549446.0,2011-04-08 13:14:00,United Kingdom
150537,549447.0,2011-04-08 13:20:00,United Kingdom
150538,549448.0,2011-04-08 14:07:00,United Kingdom
150559,549449.0,2011-04-08 14:12:00,United Kingdom
150573,549451.0,2011-04-08 14:14:00,United Kingdom
150606,549467.0,2011-04-08 14:26:00,United Kingdom
150615,549468.0,2011-04-08 14:27:00,United Kingdom
150617,549471.0,2011-04-08 14:39:00,United Kingdom
150630,549520.0,2011-04-08 15:19:00,United Kingdom
150658,549522.0,2011-04-08 15:34:00,United Kingdom
150690,549523.0,2011-04-08 15:35:00,United Kingdom
150693,549524.0,2011-04-08 15:41:00,United Kingdom
150866,549525.0,2011-04-08 15:44:00,United Kingdom
151001,549526.0,2011-04-08 15:49:00,United Kingdom
151041,549534.0,2011-04-08 17:09:00,United Kingdom
151043,549536.0,2011-04-08 17:16:00,United Kingdom
151046,549537.0,2011-04-08 17:22:00,United Kingdom
151077,549538.0,2011-04-08 17:25:00,United Kingdom
151085,549539.0,2011-04-10 10:10:00,United Kingdom
151089,549541.0,2011-04-10 10:16:00,United Kingdom
151090,549542.0,2011-04-10 11:11:00,United Kingdom
151114,549543.0,2011-04-10 11:14:00,United Kingdom
151175,549546.0,2011-04-10 11:24:00,United Kingdom
151232,549547.0,2011-04-10 11:33:00,United Kingdom
151246,549548.0,2011-04-10 11:35:00,United Kingdom
151309,549550.0,2011-04-10 11:45:00,United Kingdom
151335,549551.0,2011-04-10 11:48:00,United Kingdom
151354,549552.0,2011-04-10 11:58:00,United Kingdom
151366,549553.0,2011-04-10 12:22:00,United Kingdom
151393,549554.0,2011-04-10 12:36:00,United Kingdom
151408,549555.0,2011-04-10 12:52:00,United Kingdom
151445,549556.0,2011-04-10 12:53:00,United Kingdom
151492,549557.0,2011-04-10 12:59:00,United Kingdom
151504,549558.0,2011-04-10 13:21:00,United Kingdom
151545,549559.0,2011-04-10 13:25:00,Belgium
151571,549560.0,2011-04-10 13:26:00,United Kingdom
151594,549561.0,2011-04-10 13:36:00,United Kingdom
151621,549562.0,2011-04-10 13:48:00,United Kingdom
151635,549563.0,2011-04-10 14:02:00,United Kingdom
151656,549564.0,2011-04-10 14:16:00,United Kingdom
151671,549566.0,2011-04-10 14:27:00,United Kingdom
151691,549567.0,2011-04-10 15:07:00,United Kingdom
151732,549568.0,2011-04-10 15:09:00,United Kingdom
151809,549569.0,2011-04-10 15:15:00,United Kingdom
151853,549570.0,2011-04-10 15:19:00,United Kingdom
151881,549571.0,2011-04-10 15:25:00,United Kingdom
151915,549572.0,2011-04-10 15:32:00,United Kingdom
151933,549573.0,2011-04-10 16:01:00,United Kingdom
151975,549574.0,2011-04-10 16:02:00,United Kingdom
151991,549575.0,2011-04-10 16:04:00,United Kingdom
152025,549576.0,2011-04-11 08:14:00,United Kingdom
152050,549577.0,2011-04-11 08:16:00,United Kingdom
152191,549578.0,2011-04-11 08:49:00,United Kingdom
152223,549579.0,2011-04-11 09:18:00,United Kingdom
152237,549581.0,2011-04-11 09:44:00,United Kingdom
152247,549583.0,2011-04-11 09:46:00,United Kingdom
152282,549584.0,2011-04-11 09:47:00,United Kingdom
152290,549585.0,2011-04-11 09:54:00,United Kingdom
152291,549586.0,2011-04-11 10:00:00,United Kingdom
152357,549587.0,2011-04-11 10:01:00,United Kingdom
152386,549588.0,2011-04-11 10:04:00,Finland
152407,549589.0,2011-04-11 10:04:00,United Kingdom
152419,549590.0,2011-04-11 10:09:00,United Kingdom
152426,549591.0,2011-04-11 10:10:00,United Kingdom
152427,549592.0,2011-04-11 10:14:00,United Kingdom
152447,549593.0,2011-04-11 10:18:00,United Kingdom
152448,549594.0,2011-04-11 10:25:00,United Kingdom
152452,549595.0,2011-04-11 10:59:00,United Kingdom
152460,549596.0,2011-04-11 11:06:00,United Kingdom
152474,549597.0,2011-04-11 11:23:00,United Kingdom
152480,549614.0,2011-04-11 11:38:00,Germany
152501,549619.0,2011-04-11 11:40:00,United Kingdom
152507,549628.0,2011-04-11 11:43:00,United Kingdom
152516,549633.0,2011-04-11 11:45:00,United Kingdom
152528,549646.0,2011-04-11 11:51:00,United Kingdom
152556,549664.0,2011-04-11 12:13:00,United Kingdom
152559,549665.0,2011-04-11 12:17:00,United Kingdom
152583,549667.0,2011-04-11 12:20:00,EIRE
152632,549668.0,2011-04-11 12:21:00,United Kingdom
152633,549669.0,2011-04-11 12:21:00,United Kingdom
152634,549670.0,2011-04-11 12:45:00,United Kingdom
152641,549678.0,2011-04-11 12:57:00,United Kingdom
152647,549679.0,2011-04-11 12:59:00,United Kingdom
152650,549680.0,2011-04-11 13:02:00,Germany
152671,549681.0,2011-04-11 13:19:00,United Kingdom
152688,549682.0,2011-04-11 13:22:00,Spain
152703,549683.0,2011-04-11 13:24:00,United Kingdom
152709,549684.0,2011-04-11 13:24:00,United Kingdom
152730,549689.0,2011-04-11 13:40:00,United Kingdom
152731,549690.0,2011-04-11 13:41:00,United Kingdom
152817,549691.0,2011-04-11 13:42:00,United Kingdom
152827,549693.0,2011-04-11 13:43:00,United Kingdom
152851,549694.0,2011-04-11 13:45:00,United Kingdom
152857,549696.0,2011-04-11 13:55:00,United Kingdom
152858,549705.0,2011-04-11 14:00:00,United Kingdom
152867,549711.0,2011-04-11 14:07:00,United Kingdom
152891,549712.0,2011-04-11 14:10:00,United Kingdom
152892,549713.0,2011-04-11 14:11:00,United Kingdom
152929,549714.0,2011-04-11 14:13:00,United Kingdom
152944,549715.0,2011-04-11 14:40:00,United Kingdom
152954,549716.0,2011-04-11 14:43:00,United Kingdom
152967,549718.0,2011-04-11 15:03:00,United Kingdom
152982,549719.0,2011-04-11 15:04:00,United Kingdom
152990,549720.0,2011-04-11 15:25:00,United Kingdom
153023,549721.0,2011-04-11 15:35:00,EIRE
153035,549722.0,2011-04-11 15:59:00,United Kingdom
153051,549728.0,2011-04-11 16:15:00,United Kingdom
153067,549729.0,2011-04-11 16:17:00,United Kingdom
153102,549730.0,2011-04-11 16:35:00,United Kingdom
153138,549732.0,2011-04-11 16:47:00,United Kingdom
153170,549733.0,2011-04-11 16:56:00,United Kingdom
153214,549734.0,2011-04-11 17:12:00,United Kingdom
153284,549735.0,2011-04-12 08:42:00,United Kingdom
153298,549736.0,2011-04-12 09:02:00,United Kingdom
153306,549737.0,2011-04-12 09:03:00,United Kingdom
153313,549738.0,2011-04-12 09:28:00,Hong Kong
153345,549739.0,2011-04-12 09:35:00,United Kingdom
153346,549740.0,2011-04-12 09:49:00,United Kingdom
153358,549741.0,2011-04-12 09:53:00,United Kingdom
153379,549742.0,2011-04-12 10:01:00,United Kingdom
153402,549743.0,2011-04-12 10:05:00,United Kingdom
153430,549744.0,2011-04-12 10:30:00,United Kingdom
153438,549745.0,2011-04-12 10:33:00,United Kingdom
153458,549746.0,2011-04-12 10:38:00,United Kingdom
153488,549747.0,2011-04-12 10:41:00,United Kingdom
153492,549748.0,2011-04-12 10:42:00,United Kingdom
153497,549749.0,2011-04-12 10:45:00,United Kingdom
153518,549750.0,2011-04-12 10:48:00,United Kingdom
153530,549751.0,2011-04-12 10:58:00,United Kingdom
153548,549752.0,2011-04-12 11:01:00,United Kingdom
153554,549754.0,2011-04-12 11:32:00,United Kingdom
153576,549755.0,2011-04-12 11:34:00,United Kingdom
153585,549756.0,2011-04-12 11:36:00,United Kingdom
153587,549771.0,2011-04-12 11:43:00,United Kingdom
153653,549787.0,2011-04-12 11:58:00,United Kingdom
153687,549789.0,2011-04-12 12:00:00,United Kingdom
153735,549790.0,2011-04-12 12:02:00,United Kingdom
153751,549813.0,2011-04-12 12:16:00,United Kingdom
153789,549825.0,2011-04-12 12:47:00,Belgium
153809,549826.0,2011-04-12 12:53:00,United Kingdom
153834,549828.0,2011-04-12 12:56:00,United Kingdom
153836,549829.0,2011-04-12 12:56:00,United Kingdom
153856,549830.0,2011-04-12 13:01:00,United Kingdom
153865,549831.0,2011-04-12 13:10:00,United Kingdom
153905,549832.0,2011-04-12 13:10:00,United Kingdom
153920,549833.0,2011-04-12 13:19:00,United Kingdom
153957,549834.0,2011-04-12 13:20:00,United Kingdom
153961,549835.0,2011-04-12 13:24:00,United Kingdom
153981,549836.0,2011-04-12 13:32:00,United Kingdom
153997,549837.0,2011-04-12 13:38:00,United Kingdom
154017,549838.0,2011-04-12 13:39:00,United Kingdom
154021,549839.0,2011-04-12 13:45:00,United Kingdom
154027,549841.0,2011-04-12 13:52:00,United Kingdom
154028,549842.0,2011-04-12 13:55:00,United Kingdom
154035,549843.0,2011-04-12 14:04:00,United Kingdom
154049,549844.0,2011-04-12 14:17:00,United Kingdom
154091,549845.0,2011-04-12 14:22:00,United Kingdom
154123,549847.0,2011-04-12 14:43:00,United Kingdom
154154,549850.0,2011-04-12 14:58:00,United Kingdom
154155,549851.0,2011-04-12 15:08:00,United Kingdom
154174,549852.0,2011-04-12 15:08:00,United Kingdom
154183,549874.0,2011-04-12 15:23:00,United Kingdom
154220,549880.0,2011-04-12 15:30:00,United Kingdom
154227,549881.0,2011-04-12 15:30:00,United Kingdom
154244,549885.0,2011-04-12 15:32:00,United Kingdom
154256,549896.0,2011-04-12 15:43:00,United Kingdom
154265,549901.0,2011-04-12 16:17:00,United Kingdom
154301,549902.0,2011-04-12 16:17:00,United Kingdom
154314,549903.0,2011-04-12 16:19:00,United Kingdom
154341,549904.0,2011-04-12 16:20:00,United Kingdom
154350,549906.0,2011-04-12 16:28:00,United Kingdom
154392,549907.0,2011-04-12 16:30:00,United Kingdom
154401,549909.0,2011-04-12 16:43:00,United Kingdom
154415,549910.0,2011-04-12 17:12:00,United Kingdom
154436,549911.0,2011-04-13 08:26:00,United Kingdom
154461,549914.0,2011-04-13 09:32:00,Channel Islands
154470,549915.0,2011-04-13 09:32:00,United Kingdom
154498,549916.0,2011-04-13 09:39:00,United Kingdom
154513,549917.0,2011-04-13 09:42:00,United Kingdom
154525,549918.0,2011-04-13 09:48:00,United Kingdom
154542,549920.0,2011-04-13 09:52:00,United Kingdom
154554,549923.0,2011-04-13 09:59:00,United Kingdom
154566,549924.0,2011-04-13 10:10:00,United Kingdom
154569,549925.0,2011-04-13 10:12:00,United Kingdom
154570,549926.0,2011-04-13 10:14:00,United Kingdom
154572,549927.0,2011-04-13 10:19:00,United Kingdom
154593,549928.0,2011-04-13 10:20:00,United Kingdom
154595,549929.0,2011-04-13 10:32:00,United Kingdom
154619,549932.0,2011-04-13 10:40:00,United Kingdom
154628,549933.0,2011-04-13 11:04:00,United Kingdom
154650,549934.0,2011-04-13 11:05:00,United Kingdom
154657,549936.0,2011-04-13 11:29:00,United Kingdom
154660,549937.0,2011-04-13 11:40:00,United Kingdom
154667,549938.0,2011-04-13 11:42:00,United Kingdom
154668,549939.0,2011-04-13 11:46:00,United Kingdom
154689,549940.0,2011-04-13 11:48:00,United Kingdom
154707,549941.0,2011-04-13 11:53:00,United Kingdom
154708,549942.0,2011-04-13 12:04:00,United Kingdom
154710,549943.0,2011-04-13 12:09:00,United Kingdom
154759,549944.0,2011-04-13 12:23:00,United Kingdom
154777,549946.0,2011-04-13 12:44:00,United Kingdom
154780,549947.0,2011-04-13 12:47:00,United Kingdom
154800,549949.0,2011-04-13 12:57:00,United Kingdom
154836,549951.0,2011-04-13 12:57:00,United Kingdom
154861,549953.0,2011-04-13 13:15:00,Portugal
154917,549954.0,2011-04-13 13:25:00,United Kingdom
154938,549956.0,2011-04-13 13:42:00,United Kingdom
154944,549957.0,2011-04-13 13:45:00,United Kingdom
154954,549958.0,2011-04-13 13:47:00,United Kingdom
155025,549959.0,2011-04-13 13:47:00,United Kingdom
155036,549961.0,2011-04-13 13:51:00,United Kingdom
155038,549964.0,2011-04-13 14:12:00,United Kingdom
155092,549965.0,2011-04-13 14:17:00,United Kingdom
155100,549966.0,2011-04-13 14:17:00,United Kingdom
155130,549967.0,2011-04-13 14:21:00,United Kingdom
155139,549969.0,2011-04-13 14:24:00,United Kingdom
155144,549970.0,2011-04-13 14:25:00,United Kingdom
155150,549971.0,2011-04-13 14:25:00,United Kingdom
155151,549972.0,2011-04-13 14:27:00,United Kingdom
155161,549974.0,2011-04-13 14:31:00,United Kingdom
155167,549975.0,2011-04-13 14:38:00,United Kingdom
155182,549976.0,2011-04-13 14:39:00,United Kingdom
155190,549977.0,2011-04-13 14:54:00,United Kingdom
155210,549978.0,2011-04-13 15:00:00,United Kingdom
155221,549979.0,2011-04-13 15:06:00,United Kingdom
155222,549980.0,2011-04-13 15:36:00,United Kingdom
155234,549981.0,2011-04-13 15:49:00,United Kingdom
155286,549982.0,2011-04-13 15:52:00,United Kingdom
155313,549983.0,2011-04-13 15:55:00,United Kingdom
155343,549984.0,2011-04-13 15:57:00,United Kingdom
155371,549985.0,2011-04-13 15:58:00,United Kingdom
155422,549988.0,2011-04-13 16:43:00,United Kingdom
155447,549989.0,2011-04-13 16:58:00,United Kingdom
155478,549990.0,2011-04-13 17:31:00,United Kingdom
155488,549991.0,2011-04-14 08:13:00,United Kingdom
155496,549992.0,2011-04-14 08:14:00,United Kingdom
155503,549993.0,2011-04-14 08:26:00,United Kingdom
155514,549994.0,2011-04-14 08:27:00,United Kingdom
155516,549995.0,2011-04-14 08:32:00,United Kingdom
155540,549996.0,2011-04-14 08:45:00,United Kingdom
155542,549997.0,2011-04-14 08:46:00,United Kingdom
155545,549998.0,2011-04-14 08:49:00,United Kingdom
155556,549999.0,2011-04-14 09:09:00,United Kingdom
155585,550000.0,2011-04-14 09:18:00,United Kingdom
155620,550001.0,2011-04-14 09:28:00,United Kingdom
155637,550002.0,2011-04-14 09:30:00,Germany
155638,550003.0,2011-04-14 09:43:00,United Kingdom
